Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDI58,OUT027,106.02571526794821
FDR20,OUT013,96.56778322486647
FDC51,OUT018,102.97902675231555
FDB16,OUT027,113.74988815314472
FDE40,OUT049,111.13207409836043
NCM17,OUT035,97.3633751237957
FDU56,OUT035,97.5920284394972
FDS32,OUT019,56.56388826574809
FDX02,OUT049,101.05082567949992
FDT39,OUT027,102.03625233114833
FDE35,OUT017,110.90467443092287
NCI42,OUT019,55.84155852358452
DRL23,OUT046,105.41689976792209
FDA10,OUT046,105.79482841958293
FDA11,OUT013,104.89564876299119
NCM06,OUT046,97.93844685556809
NCT05,OUT035,99.45151153606577
NCQ02,OUT010,53.815183666217614
NCY06,OUT049,97.57784177513193
FDY56,OUT035,101.30067850763378
FDL02,OUT035,103.94498382808624
NCI06,OUT035,97.40542530409691
FDQ14,OUT045,95.73661614731111
FDQ12,OUT017,95.0400108625889
FDP36,OUT046,103.97547587778524
FDK21,OUT027,102.9664801295609
FDO40,OUT045,95.86305883580246
NCK54,OUT019,56.034789452648255
FDY09,OUT018,97.01971714887456
NCW30,OUT049,97.57784177513193
NCC55,OUT027,105.83917111575606
FDE58,OUT018,101.61204324671145
FDR39,OUT013,97.18659625501921
FDU28,OUT049,104.62824041129241
FDH08,OUT017,99.54877208021477
FDG35,OUT045,109.33201379817095
FDG22,OUT049,104.92772796670785
FDC34,OUT035,108.78055075099903
FDP15,OUT018,91.21489488029104
FDK34,OUT010,54.708180444196
FDU45,OUT035,96.0407383076706
FDQ04,OUT027,104.68046257945038
FDX22,OUT018,96.70372770743168
FDB45,OUT017,102.19455670518302
NCH43,OUT027,105.75961768897615
DRE60,OUT046,105.74682808415308
FDD17,OUT027,113.15474583344566
NCM54,OUT017,96.89512365297111
NCH55,OUT013,100.64036647819994
NCT06,OUT017,94.79818183977402
FDA48,OUT027,117.00136103359672
FDY58,OUT027,105.81049734997373
FDO25,OUT045,103.1867558468455
FDN50,OUT045,97.44488325212063
FDH35,OUT035,108.67399447314544
FDK09,OUT045,100.6091553914982
FDO16,OUT013,96.81034617103003
FDW11,OUT045,96.94225828428033
FDU47,OUT027,108.39377516159365
NCQ42,OUT010,53.815183666217614
FDK55,OUT027,102.99060765752002
FDN08,OUT049,103.97566739891163
FDT57,OUT045,93.71867022809154
FDJ12,OUT018,93.60394132360115
DRL59,OUT017,101.30027188288665
NCN53,OUT046,102.644670791553
FDO51,OUT010,55.2513764983361
FDK56,OUT017,101.69566914556087
FDY12,OUT035,107.0583005960307
FDU15,OUT035,95.30489091591802
FDQ19,OUT046,99.79321854623575
DRF15,OUT045,103.02997598735507
DRE25,OUT019,73.31927197308454
FDK57,OUT018,83.21357474112824
FDD33,OUT010,75.07231116403005
FDR34,OUT027,102.11766198100251
FDU04,OUT045,94.56943259658924
FDE35,OUT019,64.90463849975059
NCD31,OUT035,97.57333213089946
FDJ56,OUT035,103.42547651286519
NCU53,OUT046,100.44072883300221
FDD39,OUT035,105.0196067787583
NCU17,OUT019,74.4647775276433
FDJ20,OUT046,103.4785929078556
NCW41,OUT018,98.91120437816774
FDL52,OUT035,97.83813026716236
FDS39,OUT035,94.1493236166054
DRJ47,OUT045,102.46630736125454
FDP13,OUT010,69.92392337424403
DRK39,OUT010,70.57705085011419
FDF28,OUT010,57.73410513466251
FDB09,OUT045,103.08937891255229
FDM51,OUT046,98.28831739756372
DRM49,OUT018,98.63736882109434
DRF23,OUT013,103.47537124341338
DRH01,OUT035,106.21716053167728
FDH12,OUT027,112.49036521791349
FDA28,OUT019,72.46004975237537
FDW37,OUT018,94.64758628379332
FDF02,OUT046,108.46739907586405
DRL37,OUT046,103.20281733282127
NCF43,OUT046,99.8046892023348
FDH08,OUT010,56.97101056276725
FDR34,OUT019,56.18012989167807
NCK19,OUT049,106.42638760969855
NCD55,OUT018,96.61696896179802
FDT27,OUT049,97.36467110566656
FDQ57,OUT045,94.47923784376887
FDA47,OUT035,112.19491707841071
DRG15,OUT027,109.4525940566376
FDE05,OUT018,101.7118614970314
FDN46,OUT046,100.43277808880966
FDX27,OUT027,109.66486509016926
FDT51,OUT045,94.3132611815652
FDU33,OUT013,96.91293194108873
FDJ16,OUT027,107.48198420592767
FDD20,OUT019,58.19285208476582
FDT36,OUT049,106.20327207107832
DRF15,OUT027,113.52390219726853
FDN52,OUT010,70.40781637822548
FDC22,OUT027,116.24387713836848
FDX15,OUT045,104.55478834875613
FDT13,OUT013,96.37916400628438
FDU04,OUT017,93.51889537347459
FDU31,OUT019,57.12021431005223
FDW59,OUT027,104.81716573624719
NCO29,OUT046,100.50866792090771
FDL15,OUT035,95.33984374594675
FDI41,OUT049,104.65278153910418
FDQ48,OUT049,99.59891750529411
DRI39,OUT013,103.74493484154293
FDI08,OUT013,101.92589711821007
FDC21,OUT049,107.3763291383736
FDF58,OUT035,101.72812615028022
FDS08,OUT010,74.03849623153548
FDE47,OUT045,109.3313047484442
NCP18,OUT019,55.27168388461314
NCR41,OUT013,100.88209716362036
FDA27,OUT013,105.99466745907773
FDA43,OUT035,104.12170658203193
FDA49,OUT045,103.38382436836022
NCE55,OUT018,94.61548298963304
DRM49,OUT027,114.80298740227198
FDF22,OUT027,110.09856239749449
FDQ15,OUT018,91.48171762494668
NCS54,OUT017,94.79818183977402
NCY05,OUT013,100.88209716362036
FDR45,OUT046,97.10027813396268
FDK57,OUT049,92.30039023531128
FDF41,OUT010,73.58501420404993
FDV21,OUT046,102.69472559437472
FDD51,OUT046,109.7038777529413
FDF33,OUT046,103.76254819176174
FDA38,OUT046,106.80427024254666
FDR56,OUT045,104.30755647113789
NCN41,OUT017,99.43733580726507
FDC60,OUT027,117.3222785635872
FDB47,OUT045,93.82877617526388
DRH01,OUT013,103.15251763755393
FDW08,OUT046,103.70568565410899
FDF38,OUT027,112.62712187220868
FDY32,OUT017,105.01162575142669
FDG34,OUT049,104.5404514739711
FDG47,OUT019,82.21024640177548
NCF18,OUT035,103.18734890036126
FDL39,OUT019,72.88246243046514
NCH55,OUT035,97.40542530409691
DRJ35,OUT049,105.42082752211746
FDS44,OUT035,104.01605276659511
DRE01,OUT018,99.92195431119703
FDY39,OUT013,99.95858451705236
FDY32,OUT018,94.74182090810157
FDR33,OUT027,101.82841493397427
NCP50,OUT049,98.34564892809632
FDZ47,OUT018,83.84073627860549
FDU57,OUT049,103.9605273601297
FDY44,OUT013,99.69979954883695
DRH59,OUT018,102.85321119599598
FDB03,OUT027,117.95781753425243
FDY46,OUT045,98.04546489232104
FDM39,OUT045,96.2528667585036
FDY36,OUT035,99.7805021785752
NCM55,OUT035,100.05445391714188
FDJ50,OUT010,55.71034112511522
DRL60,OUT013,105.39151637537206
NCJ54,OUT049,100.32728941581685
FDX59,OUT017,98.04667142795134
FDI07,OUT013,102.4543294879542
DRF51,OUT010,73.66008203609393
FDM14,OUT017,95.62635474398547
FDP21,OUT045,95.05854385425948
FDE40,OUT035,110.44753514359577
FDE05,OUT035,105.02186470312353
FDM13,OUT027,104.70117727383987
FDC34,OUT027,116.24387713836848
NCI55,OUT018,98.93737058822674
NCE43,OUT018,94.61548298963304
FDW58,OUT018,95.24713850418624
FDG60,OUT045,101.42299770422841
FDV31,OUT017,103.24279641712157
FDR47,OUT013,98.61006039664436
FDM60,OUT019,73.33770988586406
NCF06,OUT018,96.61696896179802
NCN26,OUT027,109.63094412988431
FDQ59,OUT049,99.61704639371274
FDF09,OUT046,105.11138793458498
NCS06,OUT017,94.79818183977402
FDT44,OUT046,103.66347498346776
FDI19,OUT017,98.2588112774057
FDT22,OUT017,101.78205798949868
NCF54,OUT027,105.4732899793065
DRG25,OUT045,100.19783760599663
FDB59,OUT017,100.87023142283782
FDQ37,OUT017,102.32300492875834
FDP56,OUT035,96.8176797388458
FDW44,OUT035,99.91523593378415
FDJ26,OUT010,71.19705920752875
FDU43,OUT018,92.0555388088763
FDW33,OUT045,102.6637901865982
NCX53,OUT027,109.8554099043095
FDN56,OUT010,71.72165818399901
DRF15,OUT049,106.00059192241099
FDO33,OUT017,100.10599925004786
FDZ39,OUT010,55.45559189862595
NCJ19,OUT017,106.40999240125106
FDU01,OUT035,96.9041191123504
FDT12,OUT035,97.13788142991251
NCM18,OUT018,95.0768573745989
FDP19,OUT017,101.56151556925788
NCR42,OUT049,97.57784177513193
FDN10,OUT046,97.81959488539921
FDG44,OUT017,107.59338241797235
FDQ10,OUT046,97.71299986138874
DRH13,OUT049,103.20666336718085
FDT52,OUT013,95.44104560180931
FDM56,OUT045,95.97853627813817
NCO43,OUT010,57.12586666153625
NCV29,OUT035,99.45151153606577
NCF06,OUT013,100.36776852427619
FDO50,OUT035,96.60402679047402
FDT59,OUT013,95.70666407446647
FDX40,OUT027,109.51445860073228
FDE50,OUT017,102.63067663740522
FDX51,OUT017,97.82530514015393
NCD30,OUT018,96.95241654257104
FDK15,OUT013,97.3592957827815
FDL12,OUT045,104.2885771164465
FDK46,OUT017,93.92733017625002
DRH49,OUT010,56.97913834811746
FDQ57,OUT046,97.65537053983664
FDY59,OUT017,97.91502925882956
FDO09,OUT018,90.95527455220895
NCG30,OUT035,103.18734890036126
FDM09,OUT017,100.38552078048312
NCN17,OUT027,110.7046926914312
NCS42,OUT013,100.43872759440161
FDD02,OUT019,74.01965022321497
FDE34,OUT013,104.45716249833174
FDU38,OUT045,99.44447143563929
FDB33,OUT046,106.50017640730267
NCJ29,OUT017,99.43374671313477
FDZ27,OUT035,100.21989769792322
FDI40,OUT013,100.55938041861626
FDG22,OUT013,104.6994305070221
FDT51,OUT017,93.86845813999437
FDF20,OUT018,100.46701281685873
FDV50,OUT035,104.14033109381067
FDT02,OUT049,97.5952324470955
DRC49,OUT017,101.93443249063621
FDF26,OUT049,106.27883338507215
FDV52,OUT035,103.6181899267434
FDX59,OUT049,101.916488646535
FDV25,OUT035,97.8481514494132
FDW23,OUT027,103.28081573242234
FDE53,OUT018,101.45539735365686
FDA19,OUT017,101.63282488602103
FDH22,OUT046,105.33652588429709
NCO41,OUT013,101.37473617890636
FDX12,OUT017,98.63860630632645
FDF17,OUT013,103.64995435939943
FDS11,OUT045,96.49567497034536
FDR51,OUT035,103.2831704512853
FDT49,OUT010,72.6144712555523
FDC56,OUT013,105.30945367858851
FDR13,OUT027,104.6654326260744
FDQ60,OUT035,105.66760013412248
FDN38,OUT049,104.14128643329607
NCL29,OUT013,103.07321038915661
FDO13,OUT027,104.33307805928334
FDE26,OUT018,99.77130147037012
FDA31,OUT010,75.29744369686354
FDX14,OUT035,95.25276462233049
FDA34,OUT045,109.57059121983445
FDF26,OUT013,103.9681950129434
FDE38,OUT045,102.84131368106038
DRI11,OUT046,105.85668806700667
FDQ60,OUT027,109.2326826486712
FDL21,OUT027,103.10738402398005
DRC12,OUT027,112.25950202137828
FDC47,OUT046,107.44272172595176
FDE57,OUT045,101.89822859310333
FDT14,OUT045,103.84066586297199
NCZ53,OUT046,100.44072883300221
FDE28,OUT018,98.82543110986497
FDR19,OUT035,104.46089003504643
NCF54,OUT019,68.28155133813893
FDZ08,OUT046,104.88351674700056
NCJ05,OUT018,99.00553521234966
FDF59,OUT046,108.14173150374671
NCO05,OUT035,100.80858616277875
FDW24,OUT018,93.09349731607865
NCX42,OUT018,98.47641172196509
NCA53,OUT035,99.64134438433344
FDI45,OUT019,57.93082373721467
FDG46,OUT046,104.42718409304675
FDM20,OUT010,55.05584956912091
FDW11,OUT010,66.74748746055398
FDX08,OUT035,100.72844945527535
NCK17,OUT035,100.92037908314873
FDK32,OUT018,92.83192886117583
NCA42,OUT035,97.40769858369752
DRI01,OUT035,101.31841264305095
NCL55,OUT049,100.84521498462297
DRE25,OUT018,96.87293816646721
FDD14,OUT017,110.35405550320405
FDB10,OUT046,104.79090993912969
DRN11,OUT035,108.88708895873779
FDP38,OUT018,93.66082598310558
NCA30,OUT017,102.20095829409634
FDT15,OUT017,94.14170859216654
NCP55,OUT018,99.24138943509496
FDF12,OUT035,104.65582759276417
FDM21,OUT018,94.29240928395663
FDX56,OUT035,93.69722488430934
FDF10,OUT017,107.03007585640324
FDT32,OUT045,95.68285164896713
FDM51,OUT018,93.56320323985014
NCR50,OUT018,98.47641172196509
FDI19,OUT049,101.90720780154656
FDX21,OUT017,103.98784393902305
FDR31,OUT035,97.42844469571217
FDY02,OUT013,97.91949877521
NCA29,OUT045,96.40378194817637
NCX17,OUT046,106.38658637682006
FDM12,OUT045,97.44488325212063
FDI53,OUT027,110.43785517341658
NCU30,OUT049,97.57784177513193
FDC56,OUT027,115.53252803683836
FDK27,OUT018,94.13129924044468
NCK18,OUT017,97.22070298811747
FDB52,OUT019,59.07809890856303
DRG25,OUT027,110.86780909283584
FDZ13,OUT049,106.57710697740681
FDB57,OUT019,59.35116973568444
FDR40,OUT046,99.03361195883926
NCO14,OUT019,55.303851016383106
NCN19,OUT045,99.35000707398736
FDQ28,OUT019,72.01613073027134
FDO13,OUT018,93.63224993281091
FDK48,OUT013,97.20840488948186
FDU07,OUT018,92.30577444778744
FDW20,OUT046,100.3023151214954
FDV12,OUT010,76.37559829094832
FDH24,OUT013,102.1052596380807
FDV59,OUT049,99.67235970999681
FDK57,OUT045,91.63475736531012
FDL16,OUT027,106.73445752767414
NCQ17,OUT046,106.38658637682006
FDJ15,OUT018,93.32177313129856
FDX24,OUT049,101.75702084184248
FDT47,OUT046,99.11928475843628
FDT10,OUT049,97.6476651765278
FDZ37,OUT018,96.14327869569499
FDW43,OUT027,104.99184242796038
DRN36,OUT017,100.31570846888901
FDJ14,OUT045,97.67966659372141
FDA32,OUT013,105.65857097343068
FDJ38,OUT019,57.94910542227286
FDQ57,OUT017,93.83234208432006
NCQ41,OUT019,55.733606890729135
FDG56,OUT049,97.82350841200359
DRC13,OUT027,113.4180163796303
FDV55,OUT035,97.79914179027949
FDQ49,OUT045,96.8884449920752
FDE29,OUT010,73.58501420404993
FDR03,OUT013,97.0829376136218
FDD45,OUT049,110.7042654833429
FDN38,OUT010,69.98678424302508
FDT56,OUT046,103.48962040975486
FDT48,OUT045,95.13324897651995
FDU03,OUT049,103.53403488964639
FDC56,OUT010,75.09634648643112
NCO43,OUT027,109.46117812072013
FDQ27,OUT017,94.47696589019839
FDR03,OUT046,98.2676034420164
DRH23,OUT010,74.55315799386544
FDG22,OUT045,101.86920880457984
NCJ42,OUT013,102.77732843432862
FDR24,OUT046,99.96847649141912
FDW60,OUT035,99.42826260528761
FDJ08,OUT013,97.15203881810679
DRL59,OUT018,102.4257842568631
FDG60,OUT010,75.77136918156009
FDW27,OUT017,102.34580636573689
FDX14,OUT018,92.61783308943346
FDC20,OUT013,105.36479072746558
NCS29,OUT018,98.91120437816774
FDJ56,OUT046,103.02669322695562
FDB20,OUT019,75.32589102519329
FDL28,OUT027,104.57883613980611
FDW01,OUT018,93.7764160935838
FDL03,OUT046,98.28831739756372
FDX22,OUT049,101.60844058841911
FDJ21,OUT035,96.61942817373858
FDR31,OUT045,96.52639793007148
FDG21,OUT035,107.84845281587951
FDS22,OUT027,101.64488907967709
FDK08,OUT035,103.15640852287561
FDE17,OUT018,101.7118614970314
NCN30,OUT017,97.34317448858404
FDT50,OUT046,103.58930757719557
NCX42,OUT049,97.57784177513193
FDJ12,OUT035,98.65834233666456
NCA18,OUT027,105.77066767369281
FDP23,OUT019,56.162403356413726
FDX12,OUT013,98.53489305078365
FDN40,OUT018,91.59957318549309
FDV48,OUT035,98.1156060669799
NCY54,OUT013,101.5465978270234
FDL16,OUT010,71.30829021860895
FDR45,OUT018,93.61390506755188
FDJ52,OUT046,99.30997292315837
DRG01,OUT017,100.66961038525818
FDP52,OUT013,96.27716864460636
FDU58,OUT017,95.52529577197508
FDL02,OUT045,103.66985649673505
FDG28,OUT013,104.14278767820085
FDA19,OUT035,103.54948446725083
FDW46,OUT027,104.04926519257576
NCD43,OUT049,99.39351431419352
DRG39,OUT013,105.74963881849814
NCF55,OUT049,99.39351431419352
FDJ07,OUT046,97.7545778786314
FDE08,OUT046,105.94146920395492
FDP56,OUT019,64.90378882418406
FDT45,OUT045,93.71867022809154
FDF17,OUT018,100.62267052307753
FDX44,OUT046,102.91204910531839
FDM28,OUT027,104.24985157995175
FDI36,OUT049,105.27608511220832
FDS07,OUT045,104.48277196399968
FDD36,OUT045,103.97846145165445
FDW11,OUT046,100.08467664625962
FDN40,OUT049,103.49291831837942
NCQ18,OUT049,104.49469675669131
NCQ54,OUT017,94.79818183977402
NCS42,OUT045,95.86477071365151
DRH39,OUT010,73.66008203609393
FDC09,OUT027,113.25939521492543
FDT08,OUT010,67.27688253855568
FDC08,OUT035,111.6153224999787
FDT20,OUT017,93.98518872499592
FDS35,OUT035,105.14221145754108
FDX58,OUT018,97.01971714887456
FDW58,OUT046,100.09129349158248
DRD27,OUT046,107.35514723259865
FDH32,OUT019,74.93074406985633
FDS26,OUT035,104.3755850221801
FDQ31,OUT046,99.7504944403595
FDP11,OUT018,93.63224993281091
FDD58,OUT017,100.64977345161817
FDM33,OUT045,100.78320027583256
FDZ16,OUT049,105.62196444725865
NCS29,OUT010,73.66502279555583
NCM18,OUT019,74.69947590627855
FDP11,OUT049,99.14023333775626
NCC42,OUT017,97.5334740557131
DRM23,OUT046,108.39771803172468
NCN55,OUT027,110.48170065775764
FDK46,OUT013,97.53402617883637
FDR01,OUT046,100.02913678698829
NCA05,OUT045,98.61464097288527
NCP43,OUT017,95.53505606225866
FDR12,OUT010,57.42552379187625
FDQ01,OUT013,95.54593981205309
FDM13,OUT046,99.9017563445711
FDQ19,OUT017,95.72732187971968
FDK56,OUT019,72.84291141380965
NCX06,OUT010,53.943995383393826
FDO56,OUT027,103.5283589377685
FDU45,OUT045,95.0415317187399
FDI16,OUT019,75.46775952525951
FDL32,OUT046,102.75865276224803
FDA07,OUT046,107.59605002788221
FDA14,OUT045,102.81561885999187
FDV46,OUT027,102.78928798415285
NCO07,OUT035,99.10445268818455
NCP41,OUT046,100.45067468176211
FDY60,OUT018,94.63544654029297
FDN38,OUT017,101.97885689132522
FDO15,OUT046,98.01818854400122
FDT60,OUT013,93.50891423686097
FDA55,OUT035,105.41252303076413
FDE02,OUT010,73.33418017836456
DRJ39,OUT049,106.00059192241099
FDV34,OUT035,97.07134297035017
FDS20,OUT027,102.45201460134402
FDF02,OUT027,114.82581906228769
FDW40,OUT017,103.79192681886488
NCB43,OUT046,102.78839399640374
FDR58,OUT017,93.2987602566488
DRJ59,OUT035,103.49245559139858
NCD30,OUT017,95.83465229853135
FDE14,OUT017,103.28547460769438
FDC28,OUT018,102.88671446861808
FDU16,OUT018,91.93323059357874
NCD19,OUT035,97.57333213089946
FDU21,OUT046,95.40535320506487
FDV59,OUT027,103.8599106362446
FDU03,OUT045,102.53160437949302
FDC33,OUT010,57.81176997743082
NCR42,OUT035,97.01634386345651
DRH59,OUT035,103.49245559139858
NCM31,OUT035,100.83206339468836
FDS50,OUT035,95.55199165924886
FDP39,OUT046,97.25157881833456
FDQ55,OUT013,96.42596463871213
FDV36,OUT019,58.76567403740091
FDI05,OUT027,113.89217791222073
FDS45,OUT027,101.64488907967709
FDA39,OUT045,101.00669101725752
FDC37,OUT010,59.92030239702882
FDJ60,OUT027,105.03157256427986
DRQ35,OUT046,105.6365064080551
NCJ06,OUT046,101.92408126366684
NCY42,OUT018,98.47641172196509
DRM37,OUT049,106.81421842682495
FDR14,OUT045,104.45993777382986
FDE51,OUT049,110.42800812176947
FDT33,OUT017,94.15054223400148
FDR08,OUT013,96.70577694593669
FDE36,OUT010,59.99818272310884
FDL22,OUT019,55.343699770240136
FDR44,OUT013,96.67172519045285
FDI56,OUT019,73.53988296088787
FDE47,OUT010,67.7675906769318
FDV27,OUT010,55.746366891517525
FDV10,OUT049,98.88121550058779
FDC40,OUT045,104.66558017177383
NCX41,OUT013,100.88209716362036
NCQ38,OUT027,109.63411326311488
FDV12,OUT027,104.2938129173331
FDE52,OUT017,102.63067663740522
FDG20,OUT027,115.0988105274301
FDV16,OUT027,102.25813393026837
FDI32,OUT017,106.80681736860589
FDJ32,OUT049,98.9856863286485
FDN39,OUT018,93.56320323985014
FDY34,OUT017,98.15555033429806
FDC14,OUT035,105.71354013908783
FDA55,OUT017,103.53460088973706
FDZ50,OUT010,73.44148570361523
DRG13,OUT049,103.20666336718085
FDP01,OUT013,96.58612659026612
NCG54,OUT017,92.94668102003335
FDM13,OUT045,96.70031547946952
NCO18,OUT027,108.68087169028477
NCW41,OUT013,100.88209716362036
FDM52,OUT027,104.24985157995175
NCF55,OUT035,97.40542530409691
FDT09,OUT046,98.05168970910292
NCM19,OUT035,99.76387085859977
FDW12,OUT018,92.66681491666263
FDP15,OUT019,73.63125871260085
FDK36,OUT045,96.70031547946952
FDZ25,OUT035,100.72173591208102
NCW06,OUT049,97.57784177513193
FDW60,OUT046,101.70053918809435
DRC49,OUT013,107.16023469774005
NCT17,OUT035,99.45151153606577
NCN06,OUT018,98.03831527336166
FDC45,OUT013,105.32755189216621
DRJ47,OUT019,55.761555098209584
NCF06,OUT045,96.40153185968012
FDE21,OUT010,56.97101056276725
DRG27,OUT013,103.74493484154293
FDW40,OUT049,105.6329103447401
NCO53,OUT046,106.39711519260473
FDE23,OUT049,113.99717102447623
FDQ16,OUT046,98.77749417413753
FDS26,OUT045,104.09932881212431
FDZ13,OUT010,72.94862674187074
FDS14,OUT049,97.8559981955733
FDC10,OUT045,95.24305880052991
FDY16,OUT049,106.03678597052918
FDJ20,OUT035,103.87910853797462
FDV43,OUT035,95.49074238057982
FDZ32,OUT027,107.84800786938011
FDR23,OUT046,100.25157551379185
FDN24,OUT035,104.53987537147025
FDE34,OUT027,114.73274826820679
FDU31,OUT013,96.0007933915305
FDW33,OUT018,93.86543676718513
FDU26,OUT046,98.98526963966344
FDE20,OUT027,112.5391228537845
NCW05,OUT035,107.16513600208057
FDB22,OUT018,100.65828839150544
FDO56,OUT046,99.64504374059624
FDA19,OUT027,112.05310066418203
DRI39,OUT045,108.81179405295018
FDH52,OUT018,98.45078287504512
FDZ50,OUT035,97.1076620496733
NCN42,OUT035,99.6202646248435
FDB53,OUT013,105.07665366189502
DRG11,OUT017,106.60490738314272
DRK11,OUT027,112.02893988222408
FDQ60,OUT017,104.11548344294746
FDT36,OUT017,104.2398094077336
DRG25,OUT018,103.5053838523653
DRJ23,OUT046,105.85668806700667
FDG05,OUT035,109.54242639326708
NCK06,OUT018,99.2771042526184
FDU52,OUT017,94.33924316441512
FDW07,OUT018,91.70341242875264
NCM17,OUT045,96.11436358864597
FDA22,OUT045,111.74993712703265
NCA41,OUT018,97.01922728229998
FDF38,OUT035,104.3349141741729
FDH52,OUT046,105.55908276178923
FDY58,OUT019,55.56887179875361
FDZ16,OUT045,104.69324603127966
NCM18,OUT017,102.5058648030296
FDA22,OUT018,104.66286995396698
NCJ43,OUT035,99.47437347339165
FDI34,OUT027,111.31399150496358
FDG56,OUT046,97.48886346080344
FDS34,OUT046,94.6865147503302
DRC01,OUT035,104.1496554739607
FDQ04,OUT035,101.78219504305594
FDK04,OUT035,97.09058825101154
FDT51,OUT049,97.08216418777417
FDV26,OUT017,97.21710029417513
FDS04,OUT049,104.98221101322675
FDW43,OUT018,94.13262161806513
FDQ28,OUT010,70.36885837182557
NCK06,OUT017,97.22070298811747
FDS23,OUT018,93.57819687631758
FDZ36,OUT019,77.10110344360587
FDE56,OUT018,98.4332672770865
FDW10,OUT027,107.32933940493564
NCN14,OUT045,106.2129279338908
NCQ18,OUT045,104.02102526952912
FDW08,OUT017,103.24279641712157
FDU43,OUT035,97.03117611533128
FDR33,OUT010,54.439441741740204
FDM24,OUT010,73.36120517706807
NCZ05,OUT046,100.44072883300221
NCV41,OUT035,99.45151153606577
FDV11,OUT018,88.77889181293817
NCY05,OUT035,99.45151153606577
FDV44,OUT018,93.0228473228704
FDW32,OUT049,105.10975262744905
NCU18,OUT027,108.78982497625951
NCC43,OUT035,103.18626376918277
FDW19,OUT013,97.57103906290513
FDN31,OUT035,89.27291439938205
FDI48,OUT045,100.15866965968732
FDS24,OUT017,95.18563851241271
FDF46,OUT049,107.57643909739804
DRG23,OUT017,108.32476808109459
FDG14,OUT018,100.89623191684348
NCY30,OUT049,97.57784177513193
FDO28,OUT018,86.75073079778443
DRD24,OUT035,102.19106210784192
FDI33,OUT049,101.76179731913587
FDN32,OUT046,99.15632590506958
FDR16,OUT045,103.93620939657235
FDF26,OUT046,106.71820800621555
NCN29,OUT018,99.68651261555904
FDE20,OUT045,103.81989593208195
FDA46,OUT046,107.44272172595176
FDU28,OUT045,103.70817771477411
FDQ48,OUT045,96.80602877429251
FDV36,OUT013,96.77199914755944
FDR14,OUT018,93.27772215242632
FDP23,OUT017,95.28985815800539
FDP56,OUT013,96.80430873489323
FDK48,OUT010,57.41943349371563
FDR48,OUT046,106.03339906039534
NCY29,OUT049,99.9995404391397
FDM22,OUT018,93.7233511818024
DRJ01,OUT013,103.15251763755393
FDZ43,OUT045,99.6389806334474
FDV03,OUT035,96.23759423800648
FDX11,OUT027,110.48083223423548
NCA41,OUT027,106.58113820185022
FDE38,OUT017,101.94862400902119
FDI27,OUT018,98.57934489765921
FDN32,OUT013,96.92695294295693
NCN43,OUT017,98.089909290758
FDB47,OUT027,109.5243228884467
FDV03,OUT017,94.46768228706742
NCN30,OUT045,98.59377626081071
NCV54,OUT010,53.943995383393826
FDV07,OUT013,97.03312535225241
FDP07,OUT049,103.45510944123743
FDK48,OUT018,93.96295380583713
FDM15,OUT019,74.71139586944265
FDY19,OUT027,106.59230830015625
FDK46,OUT046,97.81959488539921
FDY11,OUT045,99.39644024242334
FDH09,OUT046,102.66304447503194
FDO08,OUT027,103.81351993879095
FDU14,OUT013,95.70229333826265
FDD22,OUT027,115.70738869639341
FDM27,OUT017,100.95735348859506
FDL02,OUT027,108.28790794184887
NCA17,OUT035,99.64134438433344
FDE38,OUT019,56.81872635055967
NCG07,OUT049,99.39351431419352
DRC27,OUT013,107.07765908342418
FDA27,OUT035,105.71354013908783
FDW40,OUT045,104.7040965857741
DRI11,OUT013,105.17123416466198
FDN50,OUT046,100.670722090581
FDR12,OUT046,100.17620034845928
FDT34,OUT027,107.30420977399693
FDW11,OUT035,97.8481514494132
NCO30,OUT027,108.61820956347431
FDZ34,OUT017,105.55902850060527
FDU45,OUT017,94.47666611950072
NCD42,OUT035,99.63901950611293
FDX25,OUT045,106.31204308491299
NCR29,OUT046,100.44072883300221
FDX43,OUT019,74.8094315044476
FDB04,OUT010,73.20467934352394
FDR49,OUT027,109.64637425167804
FDS39,OUT018,93.03662884949003
FDW58,OUT045,96.83673815628292
FDG22,OUT019,50.54375778324021
FDG31,OUT017,99.24051075591606
NCV53,OUT027,109.8554099043095
DRJ37,OUT035,101.31841264305095
FDV07,OUT035,97.53987537212942
FDW52,OUT018,93.8476833623255
FDT15,OUT045,94.5877928038399
FDD02,OUT018,103.3665719152338
FDM16,OUT035,97.83813026716236
NCE55,OUT046,102.78947498364924
FDB57,OUT018,102.6197222162545
FDQ04,OUT013,95.37762560343448
FDQ47,OUT019,72.103557391873
FDY14,OUT019,74.21147631351792
DRK37,OUT017,100.25117045577171
FDO25,OUT017,102.19691165584699
FDL57,OUT046,98.59063656673095
NCK29,OUT018,97.9239294641662
FDK46,OUT027,102.9664801295609
NCB43,OUT010,74.96157087056676
DRE01,OUT027,114.54315324811077
FDC46,OUT018,100.65828839150544
FDQ23,OUT045,96.06629284703439
FDX38,OUT049,102.86982201343477
FDG60,OUT018,99.09451136403224
FDW55,OUT017,98.12297795257837
FDP39,OUT013,97.09981210643674
FDB20,OUT018,103.01408515314247
FDV21,OUT017,102.75397089052295
FDZ02,OUT013,99.31026211288179
FDP19,OUT027,106.01197048675424
FDA38,OUT035,104.41907226077096
